VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,2024-01-10 13:16:25,2024-01-10 13:32:37,,2.24,,,137,237,0,15.94,0.0,0.5,3.99,0.0,1.0,23.93,,
1,2024-01-28 12:39:02,2024-01-28 12:45:12,1,1.1,1,N,237,262,1,7.9,2.5,0.5,2.35,0.0,1.0,14.25,2.5,0.0
2,2024-01-23 16:34:34,2024-01-23 17:05:53,1,9.23,1,N,138,164,1,41.5,7.5,0.5,17.98,6.94,1.0,79.67,2.5,1.75
2,2024-01-25 13:16:13,2024-01-25 13:16:50,2,0.0,1,N,114,211,3,3.0,0.0,0.5,0.0,0.0,1.0,7.0,2.5,0.0
2,2024-01-23 23:06:44,2024-01-23 23:14:37,2,1.14,1,N,140,262,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2024-01-03 16:07:40,2024-01-03 16:28:05,1,2.98,1,N,163,249,2,19.1,2.5,0.5,0.0,0.0,1.0,25.6,2.5,0.0
2,2024-01-31 10:45:47,2024-01-31 10:56:26,1,2.11,1,N,263,142,1,12.8,0.0,0.5,3.36,0.0,1.0,20.16,2.5,0.0
2,2024-01-12 17:27:47,2024-01-12 17:44:18,3,1.64,1,N,237,162,1,15.6,2.5,0.5,4.42,0.0,1.0,26.52,2.5,0.0
1,2024-01-16 23:06:42,2024-01-16 23:27:12,1,3.6,1,N,79,163,1,21.9,3.5,0.5,6.0,0.0,1.0,32.9,2.5,0.0
2,2024-01-19 15:09:23,2024-01-19 15:12:28,1,0.32,1,N,236,236,1,4.4,0.0,0.5,1.26,0.0,1.0,9.66,2.5,0.0
2,2024-01-27 10:15:06,2024-01-27 10:17:08,1,0.28,1,N,43,43,2,4.4,0.0,0.5,0.0,0.0,1.0,8.4,2.5,0.0
2,2024-01-25 17:15:46,2024-01-25 17:29:21,2,1.66,1,N,141,239,1,13.5,2.5,0.5,3.0,0.0,1.0,23.0,2.5,0.0
2,2024-01-18 16:30:16,2024-01-18 16:57:30,6,3.63,1,N,170,13,1,25.4,2.5,0.5,6.38,0.0,1.0,38.28,2.5,0.0
2,2024-01-30 15:55:30,2024-01-30 16:05:03,1,1.37,1,N,158,186,1,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0
2,2024-01-26 16:01:49,2024-01-26 16:18:51,1,2.29,1,N,163,239,1,17.0,2.5,0.5,4.7,0.0,1.0,28.2,2.5,0.0
2,2024-01-26 18:24:46,2024-01-26 18:26:47,2,0.57,1,N,239,239,1,5.1,2.5,0.5,1.0,0.0,1.0,12.6,2.5,0.0
2,2024-01-17 08:59:32,2024-01-17 09:02:01,1,0.56,1,N,161,164,1,5.1,0.0,0.5,1.82,0.0,1.0,10.92,2.5,0.0
2,2024-01-26 16:45:05,2024-01-26 16:53:38,1,1.41,1,N,237,236,1,10.0,2.5,0.5,2.0,0.0,1.0,18.5,2.5,0.0
2,2024-01-11 17:44:34,2024-01-11 18:40:37,1,17.14,1,N,132,51,1,72.3,2.5,0.5,0.0,6.94,1.0,87.49,2.5,1.75
2,2024-01-08 14:18:36,2024-01-08 14:49:13,2,6.39,1,N,48,87,1,33.8,0.0,0.5,3.78,0.0,1.0,41.58,2.5,0.0
2,2024-01-28 04:15:20,2024-01-28 04:30:08,4,4.03,1,N,186,263,1,19.8,1.0,0.5,1.0,0.0,1.0,25.8,2.5,0.0
2,2024-01-13 17:07:28,2024-01-13 17:16:30,1,1.46,1,N,239,238,1,10.7,0.0,0.5,0.0,0.0,1.0,14.7,2.5,0.0
2,2024-01-03 14:05:29,2024-01-03 14:15:15,1,0.96,1,N,163,237,1,10.0,0.0,0.5,2.8,0.0,1.0,16.8,2.5,0.0
2,2024-01-19 14:27:13,2024-01-19 14:42:58,1,2.18,1,N,163,161,4,-14.9,0.0,-0.5,0.0,0.0,-1.0,-18.9,-2.5,0.0
1,2024-01-13 17:09:42,2024-01-13 17:26:27,1,1.6,1,N,239,230,2,13.5,2.5,0.5,0.0,0.0,1.0,17.5,2.5,0.0
2,2024-01-22 15:06:06,2024-01-22 15:39:28,2,8.3,1,N,132,122,1,40.1,0.0,0.5,8.32,0.0,1.0,51.67,0.0,1.75
2,2024-01-28 01:47:43,2024-01-28 01:56:49,1,0.93,1,N,79,107,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
1,2024-01-17 09:00:18,2024-01-17 09:05:55,1,0.7,1,N,90,246,1,6.5,2.5,0.5,2.65,0.0,1.0,13.15,2.5,0.0
2,2024-01-06 03:57:07,2024-01-06 04:13:17,,10.1,,,244,138,0,32.64,0.0,0.5,8.22,6.94,1.0,49.3,,
2,2024-01-03 10:03:27,2024-01-03 10:20:46,1,1.82,1,N,142,230,1,15.6,0.0,0.5,3.92,0.0,1.0,23.52,2.5,0.0
2,2024-01-31 18:55:25,2024-01-31 19:08:11,1,1.6,1,N,230,234,4,-12.8,-2.5,-0.5,0.0,0.0,-1.0,-19.3,-2.5,0.0
1,2024-01-22 10:16:14,2024-01-22 10:54:51,1,16.1,1,N,138,13,1,62.5,9.25,0.5,20.05,6.94,1.0,100.24,2.5,1.75
2,2024-01-03 06:14:05,2024-01-03 06:18:19,2,0.69,1,N,100,230,1,5.8,0.0,0.5,1.0,0.0,1.0,10.8,2.5,0.0
2,2024-01-14 13:11:33,2024-01-14 14:02:41,2,19.18,2,N,132,142,1,70.0,0.0,0.5,20.23,6.94,1.0,102.92,2.5,1.75
2,2024-01-05 19:31:51,2024-01-05 19:47:54,1,2.19,1,N,162,114,1,15.6,2.5,0.5,4.42,0.0,1.0,26.52,2.5,0.0
2,2024-01-10 21:35:20,2024-01-10 21:45:22,1,1.26,1,N,164,107,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
1,2024-01-04 16:28:25,2024-01-04 16:39:17,1,0.8,1,N,161,162,1,10.0,5.0,0.5,0.02,0.0,1.0,16.52,2.5,0.0
1,2024-01-15 13:06:42,2024-01-15 13:32:58,1,5.6,1,N,237,158,1,27.5,2.5,0.5,6.3,0.0,1.0,37.8,2.5,0.0
2,2024-01-17 07:55:01,2024-01-17 08:02:02,2,1.02,1,N,141,237,1,8.6,0.0,0.5,3.15,0.0,1.0,15.75,2.5,0.0
2,2024-01-09 16:49:54,2024-01-09 17:05:01,1,1.93,1,N,161,236,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
2,2024-01-17 17:23:59,2024-01-17 17:39:10,1,1.92,1,N,229,262,1,14.9,2.5,0.5,2.0,0.0,1.0,23.4,2.5,0.0
2,2024-01-14 06:31:57,2024-01-14 06:42:49,1,2.74,1,N,249,142,1,13.5,0.0,0.5,3.5,0.0,1.0,21.0,2.5,0.0
1,2024-01-21 02:27:05,2024-01-21 02:34:09,1,1.3,1,N,231,88,1,7.9,3.5,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2024-01-08 23:05:43,2024-01-08 23:14:01,1,1.59,1,N,113,170,1,10.7,1.0,0.5,4.71,0.0,1.0,20.41,2.5,0.0
2,2024-01-28 01:49:15,2024-01-28 01:59:49,1,3.43,1,N,107,262,1,15.6,1.0,0.5,5.15,0.0,1.0,25.75,2.5,0.0
2,2024-01-14 13:11:02,2024-01-14 13:25:10,2,3.09,1,N,148,68,1,17.7,0.0,0.5,4.34,0.0,1.0,26.04,2.5,0.0
1,2024-01-04 23:13:18,2024-01-04 23:20:13,1,2.8,1,N,229,224,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0
2,2024-01-22 13:49:06,2024-01-22 14:04:43,1,0.89,1,N,230,162,1,14.2,0.0,0.5,1.0,0.0,1.0,19.2,2.5,0.0
2,2024-01-14 19:11:49,2024-01-14 19:46:17,1,20.09,2,N,132,107,1,70.0,0.0,0.5,16.19,6.94,1.0,98.88,2.5,1.75
1,2024-01-05 13:20:53,2024-01-05 13:33:24,1,2.0,1,N,113,161,1,13.5,2.5,0.5,1.5,0.0,1.0,19.0,2.5,0.0
2,2024-01-30 09:00:31,2024-01-30 09:08:41,1,1.12,1,N,164,234,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,2024-01-14 00:50:17,2024-01-14 01:07:38,1,6.27,1,N,236,223,1,27.5,1.0,0.5,4.0,6.94,1.0,43.44,2.5,0.0
2,2024-01-30 12:34:08,2024-01-30 12:41:20,1,1.33,1,N,236,239,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,2024-01-04 23:56:01,2024-01-05 00:28:27,1,17.32,2,N,132,170,1,70.0,0.0,0.5,12.4,6.94,1.0,95.09,2.5,1.75
2,2024-01-27 17:42:10,2024-01-27 17:50:21,1,1.0,1,N,48,142,1,8.6,0.0,0.5,2.52,0.0,1.0,15.12,2.5,0.0
2,2024-01-06 17:33:55,2024-01-06 17:42:06,1,0.94,1,N,237,229,1,9.3,0.0,0.5,3.99,0.0,1.0,17.29,2.5,0.0
2,2024-01-26 06:46:44,2024-01-26 06:54:21,1,1.35,1,N,237,161,1,9.3,0.0,0.5,2.0,0.0,1.0,15.3,2.5,0.0
2,2024-01-17 20:30:54,2024-01-17 20:43:08,1,2.4,1,N,230,262,1,14.2,1.0,0.5,4.8,0.0,1.0,24.0,2.5,0.0
2,2024-01-29 11:12:45,2024-01-29 11:20:41,1,1.08,1,N,238,75,1,9.3,0.0,0.5,3.33,0.0,1.0,16.63,2.5,0.0
2,2024-01-22 10:49:34,2024-01-22 10:57:24,1,0.9,1,N,249,158,1,8.6,0.0,0.5,2.52,0.0,1.0,15.12,2.5,0.0
2,2024-01-25 02:57:08,2024-01-25 03:27:33,1,18.42,2,N,249,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.13,2.5,0.0
2,2024-01-11 15:22:56,2024-01-11 15:33:36,2,1.72,1,N,230,234,1,12.1,0.0,0.5,4.83,0.0,1.0,20.93,2.5,0.0
2,2024-01-24 19:25:06,2024-01-24 19:40:07,4,2.54,1,N,234,48,1,15.6,2.5,0.5,4.42,0.0,1.0,26.52,2.5,0.0
2,2024-01-13 16:15:32,2024-01-13 17:10:44,1,18.24,2,N,132,230,1,70.0,0.0,0.5,16.19,6.94,1.0,98.88,2.5,1.75
1,2024-01-06 00:59:15,2024-01-06 01:00:59,0,0.1,1,N,142,142,2,3.7,3.5,0.5,0.0,0.0,1.0,8.7,2.5,0.0
1,2024-01-22 14:57:39,2024-01-22 15:19:57,1,3.3,1,N,161,238,1,19.8,2.5,0.5,4.75,0.0,1.0,28.55,2.5,0.0
2,2024-01-17 15:44:11,2024-01-17 15:47:38,1,0.35,1,N,186,90,3,5.1,0.0,0.5,0.0,0.0,1.0,9.1,2.5,0.0
2,2024-01-26 18:05:07,2024-01-26 18:25:25,2,5.81,1,N,138,196,1,26.8,7.5,0.5,7.16,0.0,1.0,44.71,0.0,1.75
2,2024-01-21 15:14:32,2024-01-21 15:31:34,1,3.14,1,N,238,100,1,17.7,0.0,0.5,4.0,0.0,1.0,25.7,2.5,0.0
2,2024-01-18 07:49:01,2024-01-18 08:04:52,1,1.98,1,N,237,143,1,15.6,0.0,0.5,4.9,0.0,1.0,24.5,2.5,0.0
2,2024-01-04 19:15:09,2024-01-04 19:37:03,1,7.32,1,N,132,135,1,31.0,2.5,0.5,7.0,0.0,1.0,43.75,0.0,1.75
2,2024-01-03 17:15:02,2024-01-03 17:21:02,1,0.8,1,N,233,137,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,2024-01-23 00:41:00,2024-01-23 00:55:34,1,3.5,1,N,100,263,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0
1,2024-01-10 07:35:26,2024-01-10 07:49:04,1,1.8,1,N,239,161,1,12.1,2.5,0.5,1.5,0.0,1.0,17.6,2.5,0.0
2,2024-01-11 13:21:37,2024-01-11 13:42:03,1,2.61,1,N,170,144,1,19.1,0.0,0.5,3.0,0.0,1.0,26.1,2.5,0.0
2,2024-01-25 18:46:36,2024-01-25 19:16:40,1,5.1,1,N,68,145,1,29.6,2.5,0.5,5.0,0.0,1.0,41.1,2.5,0.0
2,2024-01-31 19:42:23,2024-01-31 19:50:50,1,1.52,1,N,142,68,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
1,2024-01-19 11:39:08,2024-01-19 11:57:35,,2.7,,,140,238,0,18.1,0.0,0.5,0.0,0.0,1.0,22.1,,
2,2024-01-25 07:22:52,2024-01-25 07:29:54,1,2.04,1,N,107,162,1,10.7,0.0,0.5,2.94,0.0,1.0,17.64,2.5,0.0
2,2024-01-13 23:26:36,2024-01-13 23:34:06,2,1.06,1,N,125,114,1,8.6,1.0,0.5,2.04,0.0,1.0,15.64,2.5,0.0
2,2024-01-06 16:26:38,2024-01-06 16:57:26,1,3.37,1,N,144,164,1,26.1,0.0,0.5,6.02,0.0,1.0,36.12,2.5,0.0
2,2024-01-12 21:34:29,2024-01-12 21:36:46,1,0.31,1,N,79,107,2,4.4,1.0,0.5,0.0,0.0,1.0,9.4,2.5,0.0
2,2024-01-01 15:17:27,2024-01-01 15:20:29,1,0.95,1,N,236,238,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0
2,2024-01-02 12:51:12,2024-01-02 13:17:22,2,3.4,1,N,100,231,2,24.0,0.0,0.5,0.0,0.0,1.0,28.0,2.5,0.0
2,2024-01-14 05:58:57,2024-01-14 06:01:34,,0.59,,,170,137,0,11.58,0.0,0.5,4.67,0.0,1.0,20.25,,
2,2024-01-05 21:59:12,2024-01-05 22:24:23,1,2.49,1,N,186,239,1,22.6,1.0,0.5,5.52,0.0,1.0,33.12,2.5,0.0
1,2024-01-04 10:28:14,2024-01-04 13:50:21,1,16.9,99,N,119,148,1,43.5,0.0,0.5,0.0,0.0,1.0,45.0,0.0,0.0
2,2024-01-09 15:33:48,2024-01-09 15:43:32,1,1.74,1,N,236,41,1,10.7,0.0,0.5,4.41,0.0,1.0,19.11,2.5,0.0
1,2024-01-28 14:52:51,2024-01-28 15:05:07,1,1.4,1,N,163,239,2,11.4,2.5,0.5,0.0,0.0,1.0,15.4,2.5,0.0
1,2024-01-15 22:31:40,2024-01-15 22:36:20,2,1.2,1,N,238,166,2,7.9,3.5,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2024-01-25 18:59:26,2024-01-25 19:03:41,1,0.77,1,N,170,107,1,6.5,2.5,0.5,2.6,0.0,1.0,15.6,2.5,0.0
2,2024-01-16 21:47:12,2024-01-16 22:00:31,1,2.38,1,N,170,142,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
1,2024-01-18 17:52:25,2024-01-18 18:01:43,0,1.4,1,N,166,41,1,9.3,2.5,0.5,2.0,0.0,1.0,15.3,0.0,0.0
2,2024-01-30 15:36:32,2024-01-30 15:44:09,1,1.46,1,N,107,79,1,10.0,0.0,0.5,4.2,0.0,1.0,18.2,2.5,0.0
1,2024-01-18 11:42:50,2024-01-18 12:27:31,1,9.8,1,N,70,48,1,45.0,2.5,0.5,10.0,6.94,1.0,65.94,2.5,0.0
2,2024-01-23 21:23:31,2024-01-23 21:52:35,1,17.11,1,N,70,14,1,63.9,6.0,0.5,10.0,0.0,1.0,83.15,0.0,1.75
2,2024-01-14 10:00:46,2024-01-14 10:23:44,2,3.83,1,N,246,211,1,24.0,0.0,0.5,5.6,0.0,1.0,33.6,2.5,0.0
2,2024-01-07 19:33:45,2024-01-07 19:37:02,1,0.52,1,N,163,161,1,5.1,0.0,0.5,2.0,0.0,1.0,11.1,2.5,0.0
1,2024-01-01 18:02:08,2024-01-01 18:09:57,1,1.9,1,N,107,232,2,11.4,2.5,0.5,0.0,0.0,1.0,15.4,2.5,0.0
2,2024-01-18 22:55:55,2024-01-18 23:16:31,1,3.84,1,N,186,263,1,21.2,1.0,0.5,5.0,0.0,1.0,31.2,2.5,0.0
2,2024-01-21 16:21:12,2024-01-21 16:29:36,1,1.42,1,N,100,107,4,10.0,0.0,0.5,0.0,0.0,1.0,14.0,2.5,0.0
2,2024-01-19 10:55:16,2024-01-19 10:59:38,1,0.64,1,N,141,236,2,6.5,0.0,0.5,0.0,0.0,1.0,10.5,2.5,0.0
2,2024-01-25 09:29:13,2024-01-25 09:39:43,1,1.41,1,N,107,100,1,11.4,0.0,0.5,1.0,0.0,1.0,16.4,2.5,0.0
2,2024-01-05 13:55:27,2024-01-05 14:06:43,1,2.38,1,N,239,41,2,13.5,0.0,0.5,0.0,0.0,1.0,17.5,2.5,0.0
2,2024-01-16 18:45:31,2024-01-16 18:57:47,1,0.67,1,N,237,141,2,7.2,2.5,0.5,0.0,0.0,1.0,13.7,2.5,0.0
2,2024-01-20 21:33:47,2024-01-20 21:35:25,1,0.26,1,N,141,262,1,4.4,1.0,0.5,2.82,0.0,1.0,12.22,2.5,0.0
2,2024-01-28 11:08:08,2024-01-28 11:14:04,,0.98,,,107,113,0,8.33,0.0,0.5,0.0,0.0,1.0,12.33,,
2,2024-01-08 11:32:34,2024-01-08 11:41:40,1,0.76,1,N,140,237,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,2024-01-10 12:20:45,2024-01-10 12:26:09,1,0.79,1,N,142,163,1,7.2,0.0,0.5,1.5,0.0,1.0,12.7,2.5,0.0
1,2024-01-24 14:55:54,2024-01-24 15:05:18,2,0.9,1,N,237,229,1,10.0,2.5,0.5,3.5,0.0,1.0,17.5,2.5,0.0
2,2024-01-24 09:12:36,2024-01-24 09:21:59,1,1.68,1,N,238,152,1,12.1,0.0,0.5,2.72,0.0,1.0,16.32,0.0,0.0
1,2024-01-01 18:08:44,2024-01-01 18:23:25,2,3.4,1,N,186,13,1,18.4,5.0,0.5,4.0,0.0,1.0,28.9,2.5,0.0
1,2024-01-13 04:37:55,2024-01-13 04:42:36,1,0.6,1,N,74,74,1,6.5,1.0,0.5,0.01,0.0,1.0,9.01,0.0,0.0
2,2024-01-20 09:40:52,2024-01-20 09:49:19,1,1.08,1,N,186,234,1,10.0,0.0,0.5,1.0,0.0,1.0,15.0,2.5,0.0
2,2024-01-28 10:13:40,2024-01-28 10:18:10,1,0.96,1,N,237,239,1,7.2,0.0,0.5,4.8,0.0,1.0,16.0,2.5,0.0
2,2024-01-23 10:02:12,2024-01-23 10:09:20,1,0.78,1,N,249,90,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0
2,2024-01-23 14:57:48,2024-01-23 15:26:59,2,9.01,1,N,132,265,2,39.4,0.0,0.5,0.0,0.0,1.0,42.65,0.0,1.75
2,2024-01-26 12:23:01,2024-01-26 12:31:30,1,0.72,1,N,229,229,1,8.6,0.0,0.5,0.0,0.0,1.0,12.6,2.5,0.0
2,2024-01-24 18:45:08,2024-01-24 18:57:02,1,1.51,1,N,230,234,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,2024-01-27 02:53:21,2024-01-27 03:01:32,,1.63,,,249,234,0,9.8,0.0,0.5,0.0,0.0,1.0,13.8,,
2,2024-01-14 15:25:05,2024-01-14 15:35:52,1,2.15,1,N,211,68,1,13.5,0.0,0.5,3.5,0.0,1.0,21.0,2.5,0.0
2,2024-01-30 19:04:25,2024-01-30 19:19:39,1,2.22,1,N,144,246,1,15.6,2.5,0.5,5.53,0.0,1.0,27.63,2.5,0.0
1,2024-01-02 09:53:34,2024-01-02 09:56:35,0,0.6,1,N,141,229,2,5.1,2.5,0.5,0.0,0.0,1.0,9.1,2.5,0.0
1,2024-01-24 13:36:43,2024-01-24 13:55:11,2,1.2,1,N,100,230,2,16.3,2.5,0.5,0.0,0.0,1.0,20.3,2.5,0.0
2,2024-01-09 16:12:35,2024-01-09 16:25:25,1,1.32,1,N,90,107,1,12.8,2.5,0.5,3.86,0.0,1.0,23.16,2.5,0.0
2,2024-01-10 16:53:16,2024-01-10 17:04:38,1,1.17,1,N,68,230,1,11.4,2.5,0.5,3.58,0.0,1.0,21.48,2.5,0.0
1,2024-01-13 16:02:04,2024-01-13 16:11:22,2,0.8,1,N,249,107,1,9.3,2.5,0.5,2.65,0.0,1.0,15.95,2.5,0.0
2,2024-01-17 12:27:26,2024-01-17 12:29:16,3,0.43,1,N,43,43,1,4.4,0.0,0.5,2.1,0.0,1.0,10.5,2.5,0.0
2,2024-01-27 10:47:38,2024-01-27 10:58:00,1,2.58,1,N,143,246,1,14.2,0.0,0.5,4.55,0.0,1.0,22.75,2.5,0.0
2,2024-01-20 14:07:57,2024-01-20 14:16:54,1,0.96,1,N,234,164,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
1,2024-01-20 23:57:11,2024-01-21 00:17:49,1,8.1,1,N,238,45,2,33.8,3.5,0.5,0.0,0.0,1.0,38.8,2.5,0.0
2,2024-01-21 03:03:36,2024-01-21 03:22:46,2,4.32,1,N,186,261,1,22.6,1.0,0.5,5.52,0.0,1.0,33.12,2.5,0.0
2,2024-01-09 01:52:54,2024-01-09 02:07:55,,4.06,,,164,87,0,19.44,0.0,0.5,0.0,0.0,1.0,23.44,,
2,2024-01-06 13:42:52,2024-01-06 13:50:23,1,1.39,1,N,162,141,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,2024-01-01 11:51:30,2024-01-01 12:05:22,1,3.15,1,N,90,163,1,16.3,0.0,0.5,5.0,0.0,1.0,25.3,2.5,0.0
2,2024-01-17 11:17:12,2024-01-17 11:56:13,2,4.01,1,N,246,140,1,34.5,0.0,0.5,7.7,0.0,1.0,46.2,2.5,0.0
2,2024-01-20 01:07:22,2024-01-20 01:20:23,1,3.64,1,N,75,186,1,17.7,1.0,0.5,5.67,0.0,1.0,28.37,2.5,0.0
1,2024-01-22 14:34:20,2024-01-22 14:51:15,1,1.5,1,N,237,143,1,15.6,2.5,0.5,3.0,0.0,1.0,22.6,2.5,0.0
2,2024-01-15 14:04:21,2024-01-15 14:10:53,1,1.08,1,N,237,236,1,7.9,0.0,0.5,1.1,0.0,1.0,13.0,2.5,0.0
2,2024-01-14 01:49:31,2024-01-14 01:55:09,2,1.22,1,N,230,48,1,7.9,1.0,0.5,2.0,0.0,1.0,14.9,2.5,0.0
2,2024-01-23 17:49:23,2024-01-23 18:05:42,1,2.27,1,N,162,262,1,15.6,2.5,0.5,4.42,0.0,1.0,26.52,2.5,0.0
2,2024-01-05 22:48:29,2024-01-05 22:59:54,1,1.89,1,N,125,209,2,12.8,1.0,0.5,0.0,0.0,1.0,17.8,2.5,0.0
2,2024-01-13 09:48:56,2024-01-13 09:55:41,6,1.52,1,N,263,239,1,9.3,0.0,0.5,2.0,0.0,1.0,15.3,2.5,0.0
2,2024-01-30 20:09:42,2024-01-30 20:21:35,1,2.76,1,N,68,231,1,15.6,1.0,0.5,4.12,0.0,1.0,24.72,2.5,0.0
2,2024-01-31 23:03:20,2024-01-31 23:08:10,1,0.76,1,N,43,237,2,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2024-01-12 17:42:22,2024-01-12 18:47:57,1,19.73,2,N,132,244,1,70.0,5.0,0.5,16.69,6.94,1.0,101.88,0.0,1.75
1,2024-01-31 17:29:52,2024-01-31 17:54:17,1,3.0,1,N,144,230,1,19.8,5.0,0.5,5.25,0.0,1.0,31.55,2.5,0.0
2,2024-01-31 10:38:02,2024-01-31 11:07:01,2,4.54,1,N,161,231,2,28.9,0.0,0.5,0.0,0.0,1.0,32.9,2.5,0.0
2,2024-01-17 20:22:10,2024-01-17 20:42:51,1,9.78,1,N,138,90,1,39.4,6.0,0.5,11.62,6.94,1.0,69.71,2.5,1.75
2,2024-01-15 20:31:19,2024-01-15 21:07:14,1,17.21,3,N,161,1,2,87.4,1.0,0.0,0.0,13.38,1.0,102.78,0.0,0.0
2,2024-01-11 15:39:56,2024-01-11 15:44:04,1,0.51,1,N,142,142,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0
2,2024-01-03 15:17:54,2024-01-03 15:27:25,1,1.64,1,N,79,164,1,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0
2,2024-01-27 21:20:39,2024-01-27 21:43:48,1,3.95,1,N,249,142,1,23.3,1.0,0.5,5.66,0.0,1.0,33.96,2.5,0.0
2,2024-01-11 23:25:51,2024-01-11 23:37:20,1,2.5,1,N,68,142,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2024-01-05 07:09:49,2024-01-05 07:55:04,1,23.73,4,N,132,265,2,103.8,0.0,0.5,0.0,6.94,1.0,113.99,0.0,1.75
1,2024-01-24 13:04:32,2024-01-24 13:31:48,1,1.3,1,N,229,141,2,17.7,2.5,0.5,0.0,0.0,1.0,21.7,2.5,0.0
2,2024-01-11 10:45:14,2024-01-11 10:53:02,1,0.78,1,N,161,43,1,8.6,0.0,0.5,2.52,0.0,1.0,15.12,2.5,0.0
1,2024-01-15 10:24:51,2024-01-15 10:32:02,1,1.5,1,N,263,162,1,8.6,2.5,0.5,2.0,0.0,1.0,14.6,2.5,0.0
2,2024-01-20 23:08:49,2024-01-20 23:26:04,2,3.68,1,N,263,263,1,19.8,1.0,0.5,2.0,0.0,1.0,26.8,2.5,0.0
2,2024-01-10 11:16:48,2024-01-10 11:46:35,1,5.42,1,N,230,45,1,31.7,0.0,0.5,7.14,0.0,1.0,42.84,2.5,0.0
1,2024-01-09 22:39:56,2024-01-09 22:49:03,1,1.7,1,N,162,141,2,11.4,3.5,0.5,0.0,0.0,1.0,16.4,2.5,0.0
1,2024-01-12 21:46:03,2024-01-12 21:54:30,1,1.7,1,N,142,237,1,10.7,3.5,0.5,3.1,0.0,1.0,18.8,2.5,0.0
2,2024-01-12 11:51:07,2024-01-12 12:04:05,1,1.54,1,N,262,141,1,12.8,0.0,0.5,3.36,0.0,1.0,20.16,2.5,0.0
1,2024-01-04 19:14:19,2024-01-04 19:22:14,1,1.2,1,N,186,158,1,9.3,5.0,0.5,3.95,0.0,1.0,19.75,2.5,0.0
2,2024-01-19 09:37:27,2024-01-19 09:57:43,1,3.21,1,N,236,234,1,19.8,0.0,0.5,3.57,0.0,1.0,27.37,2.5,0.0
2,2024-01-27 13:41:05,2024-01-27 13:52:03,1,1.49,1,N,239,166,1,12.1,0.0,0.5,4.83,0.0,1.0,20.93,2.5,0.0
2,2024-01-18 11:17:24,2024-01-18 11:29:04,1,1.41,1,N,137,234,2,10.7,0.0,0.5,0.0,0.0,1.0,14.7,2.5,0.0
1,2024-01-08 12:48:46,2024-01-08 12:53:10,6,0.3,1,N,100,170,2,5.1,2.5,0.5,0.0,0.0,1.0,9.1,2.5,0.0
1,2024-01-04 18:09:09,2024-01-04 18:16:39,,0.8,,,230,186,0,8.6,2.5,0.5,2.26,0.0,1.0,17.36,,
2,2024-01-18 17:56:00,2024-01-18 18:17:07,4,2.67,1,N,234,143,1,19.8,2.5,0.5,3.94,0.0,1.0,30.24,2.5,0.0
1,2024-01-12 18:18:26,2024-01-12 18:18:34,0,0.0,2,N,100,100,1,70.0,7.5,0.5,17.15,7.0,1.0,103.15,2.5,0.0
2,2024-01-09 21:19:52,2024-01-09 21:26:01,1,1.16,1,N,87,45,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2024-01-20 00:48:03,2024-01-20 00:53:21,1,1.08,1,N,249,144,1,7.2,1.0,0.5,2.0,0.0,1.0,14.2,2.5,0.0
1,2024-01-06 21:32:07,2024-01-06 21:43:07,1,2.0,1,N,186,50,1,12.1,3.5,0.5,3.4,0.0,1.0,20.5,2.5,0.0
